
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
116=	Nadia Mayer	ESL	We do own a braincell, collectively	75	75	75	73	74	372	74.40	0.80
116=	Oscar Stanley		Norwich A	75	74	72	72	79	372	74.40	2.58
118=	Dominik Jasiolek	ESL	Win = cat feet pics	75	74	73	73	75	370	74.00	0.89
118=	Clara MacDonald	Novice	mickey smells 💩	76	77	73	73	71	370	74.00	2.19
120=	Jazmin Velenczei	Novice	Argument Alchemists	72	71	72	80	74	369	73.80	3.25
120=	Kian Bigović Villi	ESL, Novice	ETH Zürich KS	74	74	71	74	76	369	73.80	1.60
120=	Ember Tan	Novice	UCL J	70	76	78	74	71	369	73.80	2.99
120=	Alex Banks		Norwich A	73	73	71	72	80	369	73.80	3.19
124=	Johanna Issak	ESL, Novice	Sheffield Am and his An	73	75	71	75	74	368	73.60	1.50
124=	Nigel Mushayavanhu	Novice	Tyrants	75	74	72	74	73	368	73.60	1.02
124=	Fox Chyatte	Novice	Unfunny Team Name	74	76	72	70	76	368	73.60	2.33
127=	Zahra Mahmood	Novice	Josh forced us to be here	74	76	70	74	73	367	73.40	1.96
127=	Frances Douglas Thomson		The FT	71	75	74	76	71	367	73.40	2.06
127=	Zoe Wang		UCL J	70	76	77	74	70	367	73.40	2.94
130=	Samuel Allen	Novice	Sheffield Am and his An	73	75	69	76	73	366	73.20	2.40
130=	Adithi Avadhani	ESL, Novice	Durham HA	75	75	72	71	73	366	73.20	1.60
130=	Armand Finni	Novice	The Underdogs	75	75	72	75	69	366	73.20	2.40
130=	Akshata Samaddar	Novice	Norwich C	74	70	71	78	73	366	73.20	2.79
134=	Polina Skokov	Novice	The Underdogs	76	75	71	74	69	365	73.00	2.61
134=	Seb Magnago	Novice	Norwich B	74	74	69	74	74	365	73.00	2.00
136=	Tian Xia	ESL	The FT	71	73	73	76	71	364	72.80	1.83
136=	Hamid Hanif	Novice	SOAS 1	72	73	68	76	75	364	72.80	2.79
136=	Noura Mokhtari	Novice	SOAS 1	72	72	69	76	75	364	72.80	2.48
136=	Mark Etkind	Novice	Norwich B	73	74	69	74	74	364	72.80	1.94
136=	Maria Jose Aguilar Chapa	ESL, Novice	Norwich C	74	70	71	77	72	364	72.80	2.48
141	Nico Khan	Novice	Unfunny Team Name	69	76	73	68	77	363	72.60	3.61
142=	Hugo Negron-Jennings	Novice	Durham HA	73	74	72	70	73	362	72.40	1.36
142=	Sarah Schelbert	ESL, Novice	ETH Zürich KS	72	72	70	72	76	362	72.40	1.96
144	Avyakt Jaiswal	Novice	SOAS 2	74	74	71	70	69	358	71.60	2.06
145	Ranea Amir	Novice	Danube Debaters	72	72	68	75	70	357	71.40	2.33
146=	Joseph Keeble	Novice	Tyrants	73	65	72	73	73	356	71.20	3.12
146=	Keshon Smith	Novice	SOAS 2	74	72	70	71	69	356	71.20	1.72
148	Nele Aktas	Novice	Danube Debaters	73	70	68	74	70	355	71.00	2.19
149	Xiong Yi Loh	Novice	Imperial Go Easy On Us 🍀	75	69	70	74	65	353	70.60	3.61
150	Fraser McConachie		wooooo!!! debating!!!!! Let’s go!!!	78	80	82	81	—	321	80.25	1.48
151=	Diya Perry		Durham Barbie and Kendrick	—	78	76	77	77	308	77.00	0.71
151=	Radith Nanayakkara	ESL	Durham Barbie and Kendrick	—	78	75	77	78	308	77.00	1.22
151=	Aryan Makhecha		brown and down to clown(frown)	—	75	77	75	81	308	77.00	2.45
154	Alex Martin		EXEtremely nerdy politics students	76	77	—	78	76	307	76.75	0.83
155	Iman Hassoun Fernandez	Novice	Josh forced us to be here	75	76	71	74	—	296	74.00	1.87
156	Isaac Moloney		CCP Aristocrats	75	75	70	73	—	293	73.25	2.05
157	Ahmer Hussain		Imperial Go Easy On Us 🍀	75	69	72	73	—	289	72.25	2.17
158	Bella Bilge		EyUpSheff	70	71	74	70	—	285	71.25	1.64
159	Paulina Hernandez Sainz		CCP Aristocrats	—	76	71	76	—	223	74.33	2.36
160	Rhys Bishop	Novice	EyUpSheff	—	72	72	50	—	194	64.67	10.37
161	Speaker 1		Swing Chicken POPCORN	77	—	—	—	—	77	77.00	0.00
162	Speaker 2		Swing Chicken POPCORN	76	—	—	—	—	76	76.00	0.00
163	Speaker 1		Swing AUBERGINE parmigiana	—	—	—	—	72	72	72.00	0.00
164=	Speaker 2		Swing AUBERGINE parmigiana	—	—	—	—	—	—	—	—
164=	Speaker 1		Swing Curry COMBO	—	—	—	—	—	—	—	—
164=	Speaker 2		Swing Curry COMBO	—	—	—	—	—	—	—	—


team	result	side	ballot	adjudicators
wooooo!!! debating!!!!! Let’s go!!!	2nd	Closing Opposition	View Ballot	CaoimhinⒸ , Alexander Webb , Arjun Gunalan
Extending into your mum&#x27;s dms	1st	Opening Government	View Ballot	CaoimhinⒸ , Alexander Webb , Arjun Gunalan
SOAS 2	4th	Opening Opposition	View Ballot	CaoimhinⒸ , Alexander Webb , Arjun Gunalan
EXEtremely nerdy politics students	3rd	Closing Government	View Ballot	CaoimhinⒸ , Alexander Webb , Arjun Gunalan
Got Fucked Over By White Men	3rd	Closing Government	View Ballot	Mark WilsonⒸ , Kay Eastwood , Tommi Valgma
ETH Zürich KS	4th	Closing Opposition	View Ballot	Mark WilsonⒸ , Kay Eastwood , Tommi Valgma
brown and down to clown(frown)	2nd	Opening Government	View Ballot	Mark WilsonⒸ , Kay Eastwood , Tommi Valgma
UCL David &amp; Goliath	1st	Opening Opposition	View Ballot	Mark WilsonⒸ , Kay Eastwood , Tommi Valgma
