
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
122=	Jo Watanabe	ESL	Tokyo DJ	80	76	76	72	77	381	76.20	2.56
122=	Humam Aziz		McGill Hide your wifey	80	75	74	78	74	381	76.20	2.40
122=	Roald De Vries		Utrecht UU LIberation Front	75	75	75	76	80	381	76.20	1.94
122=	Antonio Vrabec	ESL, Novice	Sciences Po Schleswig Holstein is Danish	77	77	77	77	73	381	76.20	1.60
122=	Selma Lyhne	ESL	Sciences Po Schleswig Holstein is Danish	76	78	77	76	74	381	76.20	1.33
122=	Alicia Wang	ESL	Sciences Po I’m looking for a woman in finance	75	76	77	77	76	381	76.20	0.75
128=	Daisuke Fujikawa	ESL	Tokyo DJ	79	76	76	72	77	380	76.00	2.28
128=	Ifat Rahman Maruf		One and a half engineering	76	77	75	75	77	380	76.00	0.89
128=	Raoul Meijer	ESL	Utrecht UU LIberation Front	75	75	75	76	79	380	76.00	1.55
128=	Dimitrios Balatos	ESL, Novice	NTUA Athens Tech(nically correct)	77	80	79	68	76	380	76.00	4.24
128=	Fefe Montalvo	Novice	Yale DM	75	78	73	79	75	380	76.00	2.19
133=	Niall Martin		UCD L&amp;H (C)rying over spilt milk	76	76	74	76	77	379	75.80	0.98
133=	V Sayiram	ESL	ram ram	75	75	77	77	75	379	75.80	0.98
133=	Harvey Olden		GUU B	74	76	76	78	75	379	75.80	1.33
133=	Weronika Hupert	ESL	Kawczak &amp; Hupert	76	77	74	74	78	379	75.80	1.60
133=	Tania Acsinte	ESL	Sciences Po I’m looking for a woman in finance	73	75	77	77	77	379	75.80	1.60
133=	Bukhosi Dube	Novice	Yale DM	75	78	73	78	75	379	75.80	1.94
139=	Zoe McFadyen	Novice	GUU C	75	76	79	76	72	378	75.60	2.24
139=	Agnes Li	ESL	St Andrews (D)esignated cheer squad	76	76	77	76	73	378	75.60	1.36
139=	André Carvalho	ESL	Coimbra PRC - People&#x27;s Republic of Coimbra	76	77	73	75	77	378	75.60	1.50
142=	Stéphane de Bairéid		UCD L&amp;H (C)rying over spilt milk	77	75	74	77	74	377	75.40	1.36
142=	Amy Simmons	Novice	GUU C	74	77	77	77	72	377	75.40	2.06
142=	Karmen Laud	ESL	Tartu B	75	74	74	78	76	377	75.40	1.50
145=	Ellen Roper	ESL	Tartu B	75	75	74	78	74	376	75.20	1.47
145=	Ramon Gelkov	ESL, Schools	THSDC A	77	74	74	75	76	376	75.20	1.17
145=	Martin Draginov	ESL, Novice, Schools	SL Entitled Brats	77	73	75	76	75	376	75.20	1.33
145=	Dominic Camino	Novice	LSE MD	76	75	77	75	73	376	75.20	1.33
149=	Yoana Dimitrova *	ESL, Novice, Schools	Salva Veritate	76	75	75	73	76	375	75.00	1.10
149=	Jakub Hampl	ESL	CUDC Team Tractor	74	74	76	77	74	375	75.00	1.26
149=	Isaac Gilbert		GUU B	74	75	74	78	74	375	75.00	1.55
149=	Samuel Knijnik	ESL	Trincoll CS	77	78	74	76	70	375	75.00	2.83
149=	Kaspar Noor	ESL, Novice, Schools	THSDC A	75	74	75	75	76	375	75.00	0.63
149=	Maria Todorova *	ESL, Novice, Schools	SL Entitled Brats	76	73	74	77	75	375	75.00	1.41
149=	Brenda Beltramin	ESL	Coimbra PRC - People&#x27;s Republic of Coimbra	76	75	74	75	75	375	75.00	0.63
149=	Matthew Noriega	Novice	-10000 aura	74	73	75	75	78	375	75.00	1.67
157=	Adrienne Liu	Novice	there are 2 wolves inside you. bot	76	72	76	73	77	374	74.80	1.94
157=	Ram Gupta	ESL	ram ram	74	75	76	76	73	374	74.80	1.17
157=	Leander Mathissen *	Schools	can&#x27;t live without the tea	73	75	73	74	79	374	74.80	2.23
157=	Amstrong	Novice	LSE MD	76	75	77	74	72	374	74.80	1.72
161=	Aubrey Nan	Novice	there are 2 wolves inside you. bot	76	73	75	73	76	373	74.60	1.36
161=	Strahinja Batanjski	ESL	Belgrade TBA	77	70	75	73	78	373	74.60	2.87
161=	Barbora Lacinová	ESL	CUDC Team Tractor	75	72	76	77	73	373	74.60	1.85
161=	Pavel Kalinnikov	ESL	Berlin Karlinikov	73	75	78	74	73	373	74.60	1.85
161=	Clarissa Zuo	Novice	-10000 aura	76	73	74	74	76	373	74.60	1.20
166=	Anastassia Serbina	ESL	TalTech A	74	76	71	75	76	372	74.40	1.85
166=	Kiara Schembs *	ESL, Schools	can&#x27;t live without the tea	72	75	73	74	78	372	74.40	2.06
168=	Yanita Balusheva *	ESL, Novice, Schools	Balkan Syndrome	76	75	74	72	74	371	74.20	1.33
168=	Maria Georgieva		Balkan Syndrome	76	75	74	72	74	371	74.20	1.33
168=	Mitsuki Kumano	ESL	ICU A	75	72	73	76	75	371	74.20	1.47
168=	Vernon Petkov *	ESL, Novice, Schools	Salva Veritate	75	74	75	72	75	371	74.20	1.17
168=	Vladislav Konstantinov	ESL	TalTech A	74	76	70	76	75	371	74.20	2.23
168=	Alex Junior	Novice	KNUST 99% Steeze	71	74	76	75	75	371	74.20	1.72
174=	Kaloyan Stoyanov	ESL, Novice, Schools	Friendly Scorpions	75	72	75	73	75	370	74.00	1.26
174=	Nangel Owusu Acheaw	ESL, Novice	KNUST Heaven’s Obsession 🌩️	72	75	73	75	75	370	74.00	1.26
176=	Nella Fletcher *	ESL, Novice, Schools	The Rebel Alliance	74	74	75	70	76	369	73.80	2.04
176=	Henaku Kwasi	Novice	KNUST 99% Steeze	71	74	76	74	74	369	73.80	1.60
178=	Zhasmina Beridze *	Schools	The Rebel Alliance	73	74	76	70	75	368	73.60	2.06
178=	Yuya Kagazume	ESL	ICU A	73	73	73	74	75	368	73.60	0.80
178=	Jeffrey Djiboe	ESL	KNUST Heaven’s Obsession 🌩️	72	74	71	76	75	368	73.60	1.85
181=	Karlin Tabbara	ESL	Berlin Karlinikov	72	73	77	74	70	366	73.20	2.32
181=	Mihail Indzhov *	ESL, Novice, Schools	Friendly Scorpions	74	72	75	71	74	366	73.20	1.47
183	Mahathir Mahmud	ESL	GUU E	82	79	83	81	—	325	81.25	1.48
184=	Kaustubh Jain		Princeton FJ	79	81	80	—	81	321	80.25	0.83
184=	Joseph Hutchinson		GUU E	80	80	81	80	—	321	80.25	0.43
186	Caoimhin Hamill		UCD L&amp;H A	77	80	81	79	—	317	79.25	1.48
187	Afzal Hussain		Princeton Brexit	79	79	78	76	—	312	78.00	1.22
188=	Nero X *	ESL, Novice, Schools	UFD cain isn&#x27;t able	75	78	80	—	78	311	77.75	1.79
188=	Jacqueline Huang		QDU rayray &amp; jayjay	—	77	78	77	79	311	77.75	0.83
