
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
99	Faalsay	ESL	4th	2nd	4th	1st	4th	5	689	1	1
100	Ethos, pathos... what&#x27;s the third		2nd	4th	1st	4th	—	5	611	1	1
101	swing 2		—	2nd	1st	4th	—	5	454	1	1
102	UCD L&amp;H The Young Bloods		2nd	3rd	4th	4th	3rd	4	762	0	1
103	Sofia (Stan Aespa)	ESL	2nd	4th	4th	2nd	4th	4	756	0	2
104	reverse wheelbarrow in sherbrooke	Novice	1st	4th	4th	4th	3rd	4	755	1	0
105	Cooper House - Perseverance in Per	ESL	4th	3rd	4th	1st	4th	4	744	1	0
106	SRCC A	ESL	4th	2nd	2nd	4th	4th	4	741	0	2
107	KNUST We’re Back like Bakatue!	ESL	4th	3rd	1st	4th	4th	4	739	1	0
108	2 times of speaking out of 15	ESL	3rd	4th	4th	4th	2nd	3	740	0	1
109	IITB We didn&#x27;t fill the tab form	ESL	4th	2nd	3rd	4th	4th	3	736	0	1
110=	KNUST Fergie Discourse Jay Vibes	ESL	4th	2nd	4th	3rd	4th	3	735	0	1
110=	MCU A	ESL, Novice	4th	4th	2nd	4th	3rd	3	735	0	1
112	PUCP Ezeta &amp; Nuñez del Prado	ESL	2nd	3rd	4th	—	—	3	459	0	1
113	FTU lmao	ESL	3rd	4th	4th	4th	3rd	2	724	0	0
114	Athens (A)pocalyptic Bimbos	ESL	4th	4th	3rd	3rd	4th	2	712	0	0
115	swing 1		4th	4th	4th	2nd	—	2	562	0	1
116	SWING 4		—	—	—	2nd	—	2	138	0	1
117	UCD L&amp;H you either die (A) hero or live lo		3rd	—	—	—	—	1	158	0	0
118	swing 3		—	4th	4th	4th	—	0	432	0	0
119	ACS kosata na Levski i bradata na Bote	ESL, Novice	4th	—	—	—	—	0	148	0	0
120	SWING 5		—	—	—	4th	—	0	133	0	0
121=	AU Taanish Arora	ESL	—	—	—	—	—	—	—	0	0
121=	UWI A		—	—	—	—	—	—	—	0	0
121=	Becky and Adika	ESL	—	—	—	—	—	—	—	0	0
121=	UTJ B		—	—	—	—	—	—	—	0	0


Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
1	Shaurya Chandravanshi		The ideal of a platonic relationsh	80	82	83	82	82	409	81.80	0.98
2=	Fraser McConachie		Cambridge B	81	81	79	81	83	405	81.00	1.26
2=	Sachin Tissera	ESL	LSE When did Aniket get so big and str	80	80	81	84	80	405	81.00	1.55
2=	Arjun Gunalan		LSE When did Aniket get so big and str	80	81	81	83	80	405	81.00	1.10
5=	Olivia Arbour		Cambridge B	81	81	80	80	82	404	80.80	0.75
5=	Biser Angelov	ESL	quarter life crisis brought us bac	81	82	82	83	76	404	80.80	2.48
