
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
47=	Rick Tan		UCL Sailing Society	76	77	82	78	77	390	78.00	2.10
47=	Arina Dumitru	Novice, ESL	Bucharest AV	80	76	79	78	77	390	78.00	1.41
47=	Vlad Pop	Novice, ESL	Bucharest AV	78	76	80	78	78	390	78.00	1.26
47=	Richard Colgrove	Novice	Pacific Coast CR	77	78	79	78	78	390	78.00	0.63
52=	Fatima Haider	Novice	Princeton South Asia	77	77	77	81	77	389	77.80	1.60
52=	Ali Hanfeyah Bokhari	ESL	Larkana	76	77	81	78	77	389	77.80	1.72
52=	Valentin Katzarov	Novice, ESL, Schools	NDT Levski	77	80	78	77	77	389	77.80	1.17
55=	Or Rubin	ESL	we&#x27;re strong men but also strong m	77	75	79	78	79	388	77.60	1.50
55=	Jessica	ESL	Trauma dumping with extra steps	78	77	79	76	78	388	77.60	1.02
55=	Ali Nawaz Khan	ESL	K2	79	80	74	77	78	388	77.60	2.06
55=	Ange Qin		UCL Sailing Society	76	77	80	79	76	388	77.60	1.62
55=	Lukas Eigėlis	ESL	Embassy of Potato Europe to Tomato	77	78	78	76	79	388	77.60	1.02
60=	Justin Zhou		Sponsored by FTX and SVB	78	79	76	81	73	387	77.40	2.73
60=	Pavle Antonijević	ESL	Katarina&#x27;s pets	77	77	77	79	77	387	77.40	0.80
60=	Sarim Karim	ESL	K2	79	78	74	78	78	387	77.40	1.74
60=	Mateusz Wójtowicz	ESL	Warsaw AF	79	77	76	77	78	387	77.40	1.02
60=	Kamila Kawczak		KCL we’d have a better team name i	78	75	80	75	79	387	77.40	2.06
65=	Hunter Valencia		Sponsored by FTX and SVB	77	78	76	81	74	386	77.20	2.32
65=	Daud Kharal	ESL	Larkana	75	76	81	77	77	386	77.20	2.04
65=	Will Ryan		Bring back the blonde girl that de	75	75	80	77	79	386	77.20	2.04
65=	Clarissa Zuo	Novice	truffle pigs	74	78	79	78	77	386	77.20	1.72
65=	Heleriin Ots	ESL	Embassy of Potato Europe to Tomato	77	78	78	74	79	386	77.20	1.72
70=	Alba Borrego	Novice	truffle pigs	75	76	79	79	76	385	77.00	1.67
70=	Tania Acsinte	ESL	Sciences Pipo	81	76	75	77	76	385	77.00	2.10
70=	Ramy Masalha	ESL	Technion GR++	82	76	75	77	75	385	77.00	2.61
70=	Donner Tang	ESL	（M）Wacao	75	75	80	77	78	385	77.00	1.90
70=	Martijn Logtenberg	ESL	Gargamel and Smurfette	71	75	81	79	79	385	77.00	3.58
70=	Ania Ziemba	Novice, ESL	Rupem Baraka	77	78	75	77	78	385	77.00	1.10
70=	Raymond Qiu		chuukki and drewwkki	75	76	78	77	79	385	77.00	1.41
77=	Tomoya Mizutani	ESL	Do u hate me💦	73	79	78	76	78	384	76.80	2.14
77=	Annika Wang	Novice, ESL	Bring back the blonde girl that de	75	76	79	76	78	384	76.80	1.47
77=	Nevo Werner-Reiss	ESL	Wild Technion Zonkeys	77	77	76	75	79	384	76.80	1.33
77=	Nathaniel Fleku	ESL	Remontada	74	76	77	79	78	384	76.80	1.72
77=	Martin Avorgah	ESL	Remontada	74	77	76	79	78	384	76.80	1.72
77=	Tanya Anastasova	Novice, ESL, Schools	NDT Botev	78	81	73	74	78	384	76.80	2.93
77=	Adelina Galabinova	Novice, ESL, Schools	NDT Botev	79	81	73	74	77	384	76.80	2.99
84=	Taiki Tsuchiya	ESL	Do u hate me💦	71	77	77	76	82	383	76.60	3.50
84=	Jasmine Leung		wASIANS	80	76	78	73	76	383	76.60	2.33
84=	Mihaela Peeva	Novice, ESL, Schools	NDT Rakovski	77	77	78	75	76	383	76.60	1.02
84=	Alicia Wang	ESL	Sciences Pipo	81	75	76	76	75	383	76.60	2.24
84=	David Zu		japanese citrus fruit	75	75	75	79	79	383	76.60	1.96
84=	Simon Yu		japanese citrus fruit	75	74	75	79	80	383	76.60	2.42
84=	Gil Levi	ESL	Technion GR++	79	75	76	77	76	383	76.60	1.36
84=	Jazib ud Din Khan	ESL	GC A	76	73	79	75	80	383	76.60	2.58
84=	Alex Gao	ESL	（M）Wacao	74	77	79	76	77	383	76.60	1.62
84=	Grzegorz Zińczuk	ESL	Warsaw AF	77	75	76	77	78	383	76.60	1.02
84=	Eziel Johnson	ESL	Wakanda A	79	77	74	78	75	383	76.60	1.85
95=	Vasilije Milačić	Novice, ESL	Katarina&#x27;s pets	77	76	76	77	76	382	76.40	0.49
95=	Alexandra Bogdanova	Novice, ESL, Schools	NDT Rakovski	76	77	79	76	74	382	76.40	1.62
95=	Yuichi Masaoka	ESL	Chonkyo	76	78	76	77	75	382	76.40	1.02
95=	Heidi Silvennoinen		ETH Zurich HT	78	78	72	77	77	382	76.40	2.24
95=	Vladimir Brezniceanu	Novice, ESL, Schools	Rupem Baraka	78	77	75	75	77	382	76.40	1.20
95=	Nikita Tarasov	Novice, ESL	KCL we’d have a better team name i	77	74	80	74	77	382	76.40	2.24
95=	Andrew Liu		chuukki and drewwkki	75	76	77	76	78	382	76.40	1.02
102=	Dimitrios Balatos	Novice, ESL	Athens Tech A	75	77	72	76	81	381	76.20	2.93
102=	Omesh Dhar Dwivedi		Debating with Health Problems	76	78	79	77	71	381	76.20	2.79
102=	Tanvir Thamid	ESL	Subscribe to Rumen’s Channel	76	79	78	74	74	381	76.20	2.04
102=	Rose Zhou	Novice	3am Tim Horton&#x27;s Iced Cofy	78	75	79	75	74	381	76.20	1.94
102=	Teymour Aldridge	Novice	ETH Zurich HT	77	77	73	78	76	381	76.20	1.72
102=	Lyubomira Nikolova	Novice, ESL, Schools	NDT Karavelov	76	77	78	76	74	381	76.20	1.33
102=	Oyisa Katshaza	ESL	African representation	78	78	75	73	77	381	76.20	1.94
109=	Pranjal Chakraborty	ESL	Niki Rumen	73	78	77	75	77	380	76.00	1.79
109=	Omeshs partner	ESL	Debating with Health Problems	75	77	78	77	73	380	76.00	1.79
109=	Yuki Saito	ESL	Chonkyo	76	77	76	76	75	380	76.00	0.63
109=	Ya&#x27;arit Segal	ESL	Wild Technion Zonkeys	77	76	74	76	77	380	76.00	1.10
109=	Niya Balcheva	ESL	Gargamel and Smurfette	72	75	77	78	78	380	76.00	2.28
109=	James Junior Okuku	ESL	African representation	79	78	76	72	75	380	76.00	2.45
109=	Speaker 1		Swing B	77	75	75	76	77	380	76.00	0.89
116=	Angeliki Ntalapera	Novice, ESL	Athens Tech A	74	74	74	78	79	379	75.80	2.23
116=	Gautam Khona	ESL	Niki Rumen	74	78	77	73	77	379	75.80	1.94
116=	Muhammad Hassan Butt	Novice, ESL, Schools	GC A	76	73	78	73	79	379	75.80	2.48
116=	Ellen Roper	ESL	Tartu B	75	78	74	76	76	379	75.80	1.33
120=	Diogo Ferreira	ESL	United Coimbra	74	75	74	77	78	378	75.60	1.62
120=	Aph Guvenen	Novice	Wisconsin B	75	76	77	75	75	378	75.60	0.80
120=	Karmen Laud	ESL	Tartu B	74	79	74	74	77	378	75.60	2.06
120=	Boris Ignatov	Novice, ESL, Schools	NDT Karavelov	75	77	77	76	73	378	75.60	1.50
124=	Gazi Mahtab	Novice, ESL	Subscribe to Rumen’s Channel	75	77	77	73	75	377	75.40	1.50
124=	Dheeraj Pasikanti	Novice	Wisconsin B	76	77	75	75	74	377	75.40	1.02
124=	Adrian Lau	Novice, ESL, Schools	I’m back	77	76	74	75	75	377	75.40	1.02
124=	Abdulla Abdullaev	Novice, ESL	Arnold A	75	73	76	76	77	377	75.40	1.36
128=	Filippos Koutsodimitropoulos	ESL	Athens B	75	74	75	75	77	376	75.20	0.98
128=	Eyedi Won Ruen Tze	ESL	Refraining from asian dialects	74	72	75	79	76	376	75.20	2.32
128=	Tingshou Zong	Novice	Chicken rice for breakfast	74	75	77	76	74	376	75.20	1.17
128=	Yuen Bing Ooi	Novice	UCL	72	73	77	76	78	376	75.20	2.32
132=	Ken Liang	Novice, ESL, Schools	I’m back	76	74	74	76	75	375	75.00	0.89
132=	Anna Merkulowa	Novice, ESL	Arnold A	75	74	75	75	76	375	75.00	0.63
132=	Ruslan Rakhmani	Novice, ESL	Chipa Joe A	74	75	77	72	77	375	75.00	1.90
135=	Maro Samara	ESL	Athens B	74	74	75	76	75	374	74.80	0.75
135=	Yueqian Wang	Novice, ESL	3am Tim Horton&#x27;s Iced Cofy	76	72	78	75	73	374	74.80	2.14
135=	Md. Tamzidur Rahman	Novice	BUTEX A	75	76	76	73	74	374	74.80	1.17
135=	Nahid	Novice	BUTEX A	75	76	76	72	75	374	74.80	1.47
139=	Yi Ranne Hwang	Novice	Chicken rice for breakfast	74	73	76	76	74	373	74.60	1.20
139=	Speaker 1		Swing A	74	75	74	74	76	373	74.60	0.80
141=	Victor Awerianow	ESL	The Magnivim	75	73	74	75	75	372	74.40	0.80
141=	Noa Maimon	ESL	The Magnivim	75	73	73	75	76	372	74.40	1.20
141=	Jasmine Harding	Novice	UCL	70	72	77	75	78	372	74.40	3.01
144	Nari Tomitaka	ESL	WAD Tsukuba	76	75	74	72	73	370	74.00	1.41
145	Vladislav Konstantinov	ESL	TUT A	69	77	75	72	76	369	73.80	2.93
146=	Anastassia Serbina	ESL	TUT A	68	75	75	72	78	368	73.60	3.38
146=	Naya Barakat	Novice, ESL	ACG A (Taylor&#x27;s Version)	72	72	73	74	77	368	73.60	1.85
148=	Riza Abasov	ESL	ELEPHANTS	72	73	72	72	78	367	73.40	2.33
148=	Alekos Chelmis	Novice, ESL	ACG A (Taylor&#x27;s Version)	71	73	73	74	76	367	73.40	1.62
148=	Liza Efimova	Novice, ESL	Chipa Joe A	72	73	74	72	76	367	73.40	1.50
151=	Haruto Masumitsu	ESL	WAD Tsukuba	76	74	74	70	72	366	73.20	2.04
151=	Agavard Vartanyan	ESL	ELEPHANTS	72	73	70	73	78	366	73.20	2.64
153=	Jaroslav Kondulukov	Novice, ESL	Reggie Belafonte A	72	73	72	73	73	363	72.60	0.49
153=	Maria Lazaruk	Novice, ESL	HSE B	74	74	70	70	75	363	72.60	2.15
155	Liu Hong yi	Novice	（M)Wocao	72	73	74	68	74	361	72.20	2.23
156	Zhou Yang	Novice	（M)Wocao	71	73	74	69	73	360	72.00	1.79
157	Valeria Fedorova	Novice, ESL	HSE B	72	73	69	69	74	357	71.40	2.06
158	Varvara Dubovik	Novice, ESL	Reggie Belafonte A	72	70	70	72	72	356	71.20	0.98
159	Anais Kneppers		EDS KP	80	80	80	80	—	320	80.00	0.00
160	Miriam Kalman		A Weizmann once said	81	82	79	77	—	319	79.75	1.92
161=	Pedro Proano	ESL	EDS KP	79	80	77	80	—	316	79.00	1.22
161=	Diego Castillo	Novice	don’t even trip dawg	79	80	80	77	—	316	79.00	1.22
163=	Tarun Ruschmeier	ESL	Vereinigtes Baltisches Herzogtum	—	78	77	79	81	315	78.75	1.48
163=	Kristofers Krumins	ESL	Vereinigtes Baltisches Herzogtum	—	79	77	78	81	315	78.75	1.48
165=	Lamia Nur Rahman		the team with no visa	77	80	78	78	—	313	78.25	1.09
165=	Timothy Hanna	Novice	Got Iron Dome from your mum	78	80	77	78	—	313	78.25	1.09
165=	Kaloyan Kotzev	Novice, ESL, Schools	NDT Levski	76	81	78	78	—	313	78.25	1.79
168	Archie Wolifson		Got Iron Dome from your mum	78	81	75	—	78	312	78.00	2.12
169=	Sandeep Tissaaratchy		the team with no visa	76	77	78	79	—	310	77.50	1.12
169=	Yuki Kato	ESL	Long time no see	81	76	76	77	—	310	77.50	2.06
171	Idan Ben Avi	ESL	we&#x27;re strong men but also strong m	75	—	78	77	78	308	77.00	1.22
172	Xavier Alif	ESL	Mickinsey sucks	—	78	76	75	77	306	76.50	1.12
173	Yuichiro Hata	ESL	Long time no see	79	75	75	76	—	305	76.25	1.64
174=	Musky Shen	ESL	Refraining from asian dialects	—	72	76	78	77	303	75.75	2.28
174=	Filipe Girio	ESL	United Coimbra	75	75	75	78	—	303	75.75	1.30
176	Dante Fosterdelmundo		wASIANS	76	75	77	73	—	301	75.25	1.48
177	Jingyi He	Novice	JJ	75	75	73	76	—	299	74.75	1.09
178	Ye-Jean Park	Novice	JJ	74	74	75	75	—	298	74.50	0.50
179	Serg Mascot	ESL	Wakanda A	79	78	76	—	—	233	77.67	1.25
180	ZH Masud	ESL	Mickinsey sucks	—	76	76	75	—	227	75.67	0.47
181	Speaker 2		Swing A	—	74	74	—	76	224	74.67	0.94
182	Speaker 2		Swing B	—	—	75	76	—	151	75.50	0.50
183	Speaker 1		Swing C	—	—	75	73	—	148	74.00	1.00
184	Mostafizur Rahman Fahim	Novice, ESL	Illuminati Brothers	71	74	—	—	—	145	72.50	1.50
185	Speaker 2		Swing C	—	—	74	—	—	74	74.00	0.00
186=	Anshuman Mishra	ESL	Let the 14 year Old win	—	—	—	—	—	—	—	—
186=	Arnav Agrawal	Novice, ESL, Schools	Let the 14 year Old win	—	—	—	—	—	—	—	—
186=	Md. Abdullah Al-Mashrif	Novice, ESL	Illuminati Brothers	—	—	—	—	—	—	—	—


team	result	side	ballot	adjudicators
The Magnivim	4th	Closing Government	View Ballot	Yishai BinnesⒸ
Long time no see	2nd	Opening Government	View Ballot	Yishai BinnesⒸ
Girl Math Economists	3rd	Opening Opposition	View Ballot	Yishai BinnesⒸ
Tweed Coats	1st	Closing Opposition	View Ballot	Yishai BinnesⒸ
TUT A	4th	Closing Opposition	View Ballot	Kat JansenⒸ , Eli Yovel
Wait, when did Vivian get a Canadi	1st	Opening Opposition	View Ballot	Kat JansenⒸ , Eli Yovel
japanese citrus fruit	2nd	Opening Government	View Ballot	Kat JansenⒸ , Eli Yovel
Gargamel and Smurfette	3rd	Closing Government	View Ballot	Kat JansenⒸ , Eli Yovel
wASIANS	3rd	Opening Opposition	View Ballot	Helena HeckeⒸ , Konstantin Popović
K2	2nd	Opening Government	View Ballot	Helena HeckeⒸ , Konstantin Popović
Embassy of Potato Europe to Tomato	4th	Closing Government	View Ballot	Helena HeckeⒸ , Konstantin Popović
eager beaver buttered seal	1st	Closing Opposition	View Ballot	Helena HeckeⒸ , Konstantin Popović
A Weizmann once said	2nd	Opening Opposition	View Ballot	Lucy MurphyⒸ , Gal Mercado
Athens B	4th	Closing Government	View Ballot	Lucy MurphyⒸ , Gal Mercado
Ain’t it funny? Rumours fly	1st	Closing Opposition	View Ballot	Lucy MurphyⒸ , Gal Mercado
Wisconsin B	3rd	Opening Government	View Ballot	Lucy MurphyⒸ , Gal Mercado
My weed is Amitai&#x27;s 13th reason wh	1st	Closing Government	View Ballot	UdaiⒸ
the team with no visa	4th	Opening Government	View Ballot	UdaiⒸ
Wild Technion Zonkeys	3rd	Opening Opposition	View Ballot	UdaiⒸ
don’t even trip dawg	2nd	Closing Opposition	View Ballot	UdaiⒸ
KCL so much little bitch energy in	3rd	Closing Government	View Ballot	Flora BaekⒸ , Rajyawardhan Singh
Toto, I’ve a feeling we’re not in	2nd	Opening Government	View Ballot	Flora BaekⒸ , Rajyawardhan Singh
（M）Wacao	4th	Opening Opposition	View Ballot	Flora BaekⒸ , Rajyawardhan Singh
Wakanda A	1st	Closing Opposition	View Ballot	Flora BaekⒸ , Rajyawardhan Singh
UCL Sailing Society	2nd	Closing Government	View Ballot	Tal RatnerⒸ
Chicken rice for breakfast	4th	Opening Government	View Ballot	Tal RatnerⒸ
Got Iron Dome from your mum	1st	Opening Opposition	View Ballot	Tal RatnerⒸ
chuukki and drewwkki	3rd	Closing Opposition	View Ballot	Tal RatnerⒸ
