
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
41=	Ryan Ham		Berkeley 1	76	81	77	78	80	392	78.40	1.85
41=	Justin Zhou		Berkeley 1	76	81	78	78	79	392	78.40	1.62
41=	Annaliese Simons		Bard 1	79	78	79	79	77	392	78.40	0.80
47=	Michael Goldberg		UCLA 2	80	74	82	79	76	391	78.20	2.86
47=	Shashwat Rai		Harvard 4	83	79	77	75	77	391	78.20	2.71
47=	Zyna Dhillon	Novice, ESL	Harvard 4	83	78	77	77	76	391	78.20	2.48
47=	Iman Onbargi	Novice	Harvard 7	80	76	79	77	79	391	78.20	1.47
47=	Jason Shan		Brown 2	76	80	79	77	79	391	78.20	1.47
47=	Maya Sachs		Williams 1	78	77	78	80	78	391	78.20	0.98
47=	Divit Chopra	ESL	Berkeley 2	78	81	77	77	78	391	78.20	1.47
54=	Cayden Pocrass		UCLA 3	78	76	76	81	79	390	78.00	1.90
54=	John Wu	Novice	UPenn 1	77	78	80	79	76	390	78.00	1.41
54=	Benjamin Vigueras	ESL	Cornell 2	77	79	74	82	78	390	78.00	2.61
57=	Diego Castillo		Brown 2	77	80	79	76	77	389	77.80	1.47
57=	Audrey Strevey		Claremont 1	76	77	79	76	81	389	77.80	1.94
57=	Srishti Nautiyal	ESL	Boston 1	80	77	77	77	78	389	77.80	1.17
60=	Soren Jensen	Novice	Cornell 1	78	78	79	76	77	388	77.60	1.02
60=	Fatima Haider		Princeton 2	76	77	77	78	80	388	77.60	1.36
60=	Derek Chang		Berkeley 2	78	79	77	77	77	388	77.60	0.80
63=	Rachel Nam		UCLA 3	78	75	76	79	79	387	77.40	1.62
63=	Amy Chang		Stanford 1	78	70	80	79	80	387	77.40	3.77
63=	Bilal Najaf	ESL	Claremont 1	79	76	78	75	79	387	77.40	1.62
63=	James Camp		Middlebury 1	76	80	78	76	77	387	77.40	1.50
63=	Sabrina Fox	Novice	USC 2	77	78	78	76	78	387	77.40	0.80
68=	Zahi Wali Aadit	ESL	Boston 1	80	75	77	76	78	386	77.20	1.72
68=	Mya Koffie		Princeton 7	77	76	78	74	81	386	77.20	2.32
68=	Heba Haq		UW-Madison 1	78	77	76	77	78	386	77.20	0.75
68=	Carissa Mahoney		Bard 1	77	77	78	77	77	386	77.20	0.40
68=	Ryan Buckner	Novice	USC 2	78	77	77	77	77	386	77.20	0.40
68=	Orateur 1		Swing 1	78	79	78	74	77	386	77.20	1.72
68=	Orateur 2		Swing 1	77	79	78	75	77	386	77.20	1.33
75=	Benjamin Thomas		Stanford 1	77	70	80	79	79	385	77.00	3.63
75=	Hudson Chou		HWS 3	79	77	75	77	77	385	77.00	1.26
77=	Alexander Cutting	Novice	Drexel 1	78	77	75	78	76	384	76.80	1.17
77=	Alice He	Novice	Cornell 2	76	77	75	80	76	384	76.80	1.72
77=	Parth Jain	Novice	Princeton 5	76	78	75	80	75	384	76.80	1.94
77=	Zuzanna Godzinska	ESL	Middlebury 1	75	79	77	76	77	384	76.80	1.33
81=	Alexander Margulis	Novice	Princeton 3	78	77	77	75	76	383	76.60	1.02
81=	Nathan Spencer	Novice	Princeton 7	77	75	78	73	80	383	76.60	2.42
