
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
127	SDUN SB	ESL	—	2nd	4th	3rd	—	3	454	0	1
128	Argument A	ESL, Novice	4th	3rd	3rd	4th	4th	2	731	0	0
129	Swing C		4th	—	2nd	—	4th	2	430	0	1
130	EDS Hisoka’s Left Toe	Novice	4th	3rd	4th	4th	—	1	580	0	0
131	Obsidian Rock	ESL	4th	3rd	4th	—	—	1	441	0	0
132	PUCP EN	ESL	4th	—	—	—	—	0	144	0	0
133=	Akello	ESL	—	—	—	—	—	—	—	0	0
133=	The weavers	ESL, Novice	—	—	—	—	—	—	—	0	0


Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
1	Tejas Subramaniam		Max and Tejas	82	83	83	86	83	417	83.40	1.36
2	Max Rosen		Max and Tejas	82	83	82	85	83	415	83.00	1.10
3=	Taha Masud		TnT	80	82	81	84	81	408	81.60	1.36
3=	Wajeeh Maaz		Manchester A(ctually this literally happens i	82	80	81	83	82	408	81.60	1.02
5=	Lachie Doyle	Novice	UNSW Leslie-Keefe and Doyle	84	80	83	80	80	407	81.40	1.74
5=	Conna Leslie-Keefe		UNSW Leslie-Keefe and Doyle	84	81	82	80	80	407	81.40	1.50
5=	Ricky Jin	ESL	Peking Matt &amp; Ricky	82	80	82	80	83	407	81.40	1.20
5=	Lucie Slamova		Manchester A(ctually this literally happens i	81	80	80	84	82	407	81.40	1.50
9=	Taha Iqbal		TnT	79	83	79	84	81	406	81.20	2.04
9=	Matt Mauriello		Peking Matt &amp; Ricky	82	79	83	79	83	406	81.20	1.83
11	Ro&#x27;i Makov	ESL	Weizmann R&amp;D	80	80	83	79	81	403	80.60	1.36
12=	Ahmed Hussain		Oxford B	78	80	83	80	81	402	80.40	1.62
12=	Alex Susić		guess which one of us is speaking	83	77	83	81	78	402	80.40	2.50
14=	Pranav Baskar		Oxford B	76	80	84	82	79	401	80.20	2.71
14=	Mihailo Babić	ESL	Belgrade B	79	81	81	83	77	401	80.20	2.04
14=	Wurdaan Kashif		guess which one of us is speaking	81	78	80	82	80	401	80.20	1.33
17=	Lazar Popović	ESL	Belgrade B	79	80	80	83	78	400	80.00	1.67
17=	Manuel  Machorro	ESL	LSE B(rown)	79	79	83	79	80	400	80.00	1.55
17=	Shaurya Chandravanshi		Feral Catgirls Reunion	81	79	78	82	80	400	80.00	1.41
20=	Ayal Mor	ESL	HUJI My weed consumption is Amitai&#x27;s 13	79	77	80	81	82	399	79.80	1.72
20=	Sachin  Tissera	ESL	LSE B(rown)	79	78	83	79	80	399	79.80	1.72
22=	Djordje Mirkovic	ESL	Belgrade ne znam😕ne znam sta da ti kazem☹️	79	81	79	78	81	398	79.60	1.20
22=	Shane  Tully		UCD L&amp;H F	78	78	79	80	83	398	79.60	1.85
22=	Rob Fitzpatrick		UCD L&amp;H F	79	78	79	80	82	398	79.60	1.36
22=	Klaudia  Maciejewska	ESL	Team Poland	81	81	78	77	81	398	79.60	1.74
22=	Amitai Ben Porat	ESL	HUJI My weed consumption is Amitai&#x27;s 13	77	78	79	83	81	398	79.60	2.15
22=	Anshuman Mishra	ESL	Odia Bachao Yojna	79	82	81	77	79	398	79.60	1.74
28=	Andrews  Terkpertey	ESL	Suscribe to the Shaft Podcas(tHEY	78	82	80	77	80	397	79.40	1.74
28=	George Fragkiadakis	ESL	Athens A	80	80	81	81	75	397	79.40	2.24
28=	Dror Brook	ESL	Weizmann R&amp;D	77	80	83	78	79	397	79.40	2.06
28=	Amelia Potocka		Feral Catgirls Reunion	81	79	78	81	78	397	79.40	1.36
32=	Erasmus &quot;LuckyBoy&quot; Segbefia	ESL	Suscribe to the Shaft Podcas(tHEY	80	80	78	78	80	396	79.20	0.98
32=	Lara Subotičanec	ESL	Zagreb B(ROOOOMVROOOOMSKKKRRRHHHDJFFJRBR	80	80	80	78	78	396	79.20	0.98
32=	Lovro Marušić	ESL	Zagreb B(ROOOOMVROOOOMSKKKRRRHHHDJFFJRBR	79	81	79	78	79	396	79.20	0.98
32=	Chanidu Ratnayake	Novice	Control the Controllables: Silicon	81	77	77	81	80	396	79.20	1.83
32=	Panagis Gouvelis	ESL	Athens A	80	78	82	80	76	396	79.20	2.04
37=	Milos Prokic	ESL	Belgrade ne znam😕ne znam sta da ti kazem☹️	79	81	78	77	80	395	79.00	1.41
37=	Stefan Josipović	ESL	Belgrade Arts Sword Arts Online	78	78	79	81	79	395	79.00	1.10
37=	Zach Godley-McAvoy		Aber is elimin(A)ted is eliminated is e	81	78	80	78	78	395	79.00	1.26
37=	Omer Bareket	ESL	Technion A	78	81	78	78	80	395	79.00	1.26
37=	Elizabeth Li		Stanford nobody expects the Canadian inquis	78	80	79	80	78	395	79.00	0.89
42=	Alexandra McCreadie		Aber is elimin(A)ted is eliminated is e	80	78	80	79	77	394	78.80	1.17
42=	Ashwin Laksumanage		Control the Controllables: Silicon	80	76	75	82	81	394	78.80	2.79
44=	Kristjan Suuder	ESL	Tartu A	77	80	79	75	82	393	78.60	2.42
44=	Karni Shifrin	ESL	Technion A	78	79	78	78	80	393	78.60	0.80
44=	Jan Żuk	Novice, ESL, Schools	Team Poland	80	80	77	77	79	393	78.60	1.36
44=	Shashwat Dash	ESL	Odia Bachao Yojna	79	79	81	76	78	393	78.60	1.62
48=	Matthew Hamer		Imperial liquidating orangutans one comp at	79	81	78	78	76	392	78.40	1.62
48=	Zainab  Sardar		EUDU Simon &amp; Garfunkel	77	79	81	76	79	392	78.40	1.74
50=	Robiah Arefin	Novice, ESL	Rumen&#x27;s Matchmaking	81	77	77	81	75	391	78.20	2.40
50=	Ziyad  Anwer		Rumen&#x27;s Matchmaking	81	77	77	81	75	391	78.20	2.40
50=	Alex Logan		UWODS theoretical alcoholics	77	79	81	75	79	391	78.20	2.04
50=	Belle  Ho		retired debsoc presidents	76	77	82	77	79	391	78.20	2.14
50=	Joshua Stone		KCL B)eaststars because we’d homoeroti	77	77	79	80	78	391	78.20	1.17
50=	Stefan  Milicescu	ESL	LSE C	79	80	76	80	76	391	78.20	1.83
50=	Abhinav  Mohanty		Edinburgh A	80	78	75	79	79	391	78.20	1.72
50=	Bernard Opoku Baah	ESL	Afa Papa!	76	76	82	79	78	391	78.20	2.23
50=	Raunak Mukherjee	ESL	IIT Bombay Panamam2	80	78	78	77	78	391	78.20	0.98
50=	Heather Li		Oxford D&amp;H	79	79	82	73	78	391	78.20	2.93
