
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
102=	Swing 2		4th	4th	2nd	1st	1st	8	754	2	1
104	KU Apple	ESL	3rd	3rd	1st	4th	1st	8	753	2	0
105	JUST Goku &amp; Saitama	ESL	3rd	3rd	1st	3rd	2nd	8	751	1	1
106	Hiroogakuen Goat and Toad	Novice, Schools	1st	4th	4th	2nd	1st	8	750	2	1
107	ACCDC 101	ESL, Novice	3rd	2nd	2nd	2nd	3rd	8	750	0	3
108	KNUST From Me 2 You	ESL	3rd	1st	3rd	1st	4th	8	749	2	0
109	GCU The Ahl e Dard Cabinet		3rd	3rd	2nd	2nd	2nd	8	746	0	3
110	PES Broke without breaks	ESL	4th	1st	3rd	1st	4th	7	772	2	0
111	Kung-fu Panda	ESL	1st	4th	1st	3rd	4th	7	769	2	0
112	PHDS Osmanthus wine tastes as weird as	Novice, Schools	3rd	3rd	3rd	3rd	1st	7	769	1	0
113	BITS Goa A50x	ESL	2nd	4th	2nd	2nd	3rd	7	766	0	3
114	DNLU Shastrartha		1st	4th	3rd	1st	4th	7	764	2	0
115	FUV composite	ESL	3rd	1st	4th	4th	1st	7	763	2	0
116	KNUST Fire and Ice	ESL	3rd	1st	3rd	4th	2nd	7	763	1	1
117	KNUST WesieAcheaw	ESL, Novice	2nd	4th	1st	3rd	3rd	7	762	1	1
118	we can make the whole debate shimm	ESL, Novice, Schools	4th	2nd	2nd	2nd	3rd	7	761	0	3
119	BUP B	ESL	4th	1st	1st	3rd	4th	7	760	2	0
120	surprise me w speaks, adj	ESL	1st	4th	2nd	3rd	3rd	7	760	1	1
121	MAULERS GMT +7	ESL, Novice, Schools	2nd	2nd	3rd	3rd	3rd	7	756	0	2
122	Up for Debate UFD India	ESL, Novice, Schools	2nd	3rd	1st	4th	3rd	7	755	1	1
123	KCW KC A	ESL	2nd	3rd	3rd	1st	4th	7	754	1	1
124	WMSU count to ten please	ESL, Novice	2nd	2nd	4th	3rd	2nd	7	754	0	3
125	NSTU DS Pioneer		3rd	3rd	2nd	3rd	2nd	7	753	0	2
126	NWU Potchefstroom Zucchini		3rd	1st	4th	4th	1st	7	752	2	0
127=	KIIT Chosen Ones	ESL, Novice	2nd	1st	3rd	3rd	4th	7	751	1	1
127=	KNUST Game of Thrones	ESL, Novice	3rd	3rd	1st	2nd	4th	7	751	1	1
129	CU B		4th	2nd	1st	4th	2nd	7	750	1	2
130	DTU chukuchukuchuku	ESL, Novice	2nd	4th	3rd	1st	3rd	7	749	1	1
131	USIU Gunners		4th	1st	2nd	4th	2nd	7	748	1	2
132=	IIT Delhi Legit Law	ESL	3rd	4th	1st	1st	4th	7	747	2	0
132=	Nairobi Wolf ??	ESL	1st	4th	3rd	4th	1st	7	747	2	0
134=	RMLNLU Brampton ke Munde	ESL, Novice	4th	3rd	1st	3rd	2nd	7	747	1	1
134=	NSTU DS Warriors	Novice	3rd	3rd	4th	2nd	1st	7	747	1	1
136	HG D-either we break or break down	Novice, Schools	3rd	2nd	4th	2nd	2nd	7	745	0	3
137	USIU cereal killer		4th	4th	2nd	1st	2nd	7	743	1	2
138	Dhaka DUDS	ESL, Novice	3rd	2nd	4th	1st	3rd	7	743	1	1
139	GLC Mumbai Won plus won equals two		4th	1st	2nd	2nd	4th	7	740	1	2
140	Swing 1		1st	2nd	2nd	4th	—	7	610	1	2
141	UHAS Strange beings	Novice	—	3rd	4th	1st	1st	7	595	2	0
142	GLC 1+1		3rd	3rd	2nd	2nd	4th	6	761	0	2
143	Ilorin Law and Medic	ESL, Novice	3rd	4th	2nd	1st	4th	6	758	1	1
144	SRCC Pakoda simps	ESL, Novice	4th	1st	1st	4th	4th	6	756	2	0
145	Abeg flex		3rd	1st	4th	2nd	4th	6	756	1	1
146	KNUST Fire Nation ??	ESL	2nd	4th	4th	1st	3rd	6	755	1	1
147	Bonnie-Clyde		4th	2nd	1st	3rd	4th	6	754	1	1
148=	Nairobi Under the bleachers	ESL	2nd	1st	4th	4th	3rd	6	753	1	1
148=	Utilitarian arguments disguised as	ESL	3rd	4th	2nd	1st	4th	6	753	1	1
150	KNUST Outlaws	ESL, Novice	3rd	2nd	4th	2nd	3rd	6	753	0	2
151	Kekuatan		4th	1st	1st	4th	4th	6	752	2	0
152	CU Hills		4th	2nd	4th	3rd	1st	6	752	1	1
153	IIT Roorkee Strawberries over Peaches	ESL, Novice	2nd	4th	4th	1st	3rd	6	751	1	1
154	CU C	ESL, Novice	4th	3rd	3rd	3rd	1st	6	751	1	0
155	Berlin C	ESL, Novice	2nd	3rd	3rd	4th	2nd	6	751	0	2
156	The Boys		3rd	1st	2nd	4th	4th	6	748	1	1
157=	NMU Your Opponents	Novice	4th	2nd	2nd	3rd	3rd	6	748	0	2
157=	PUDS Spurs	Novice	4th	3rd	3rd	2nd	2nd	6	748	0	2
159	Raiden Ajeng Kartini	ESL, Novice, Schools	3rd	3rd	4th	2nd	2nd	6	747	0	2
160	NUST Operation Restore Legacy		2nd	4th	3rd	3rd	2nd	6	746	0	2
161	HG G	Novice, Schools	4th	1st	4th	2nd	3rd	6	739	1	1
162	WMSU anti regionalian girlies	ESL, Novice	4th	1st	4th	4th	1st	6	736	2	0
163	KNUST Team Fire	ESL, Novice	4th	3rd	3rd	2nd	2nd	6	722	0	2
164	Aberystwyth EpIc PogChamp Gamers		1st	2nd	4th	3rd	—	6	619	1	1
165	SVC BP is not our cup of tea	ESL, Novice	2nd	2nd	2nd	4th	—	6	619	0	3
166	washed up seniors		1st	1st	4th	4th	—	6	615	2	0
167	IIT Bombay Bubble room trauma	ESL	2nd	4th	1st	3rd	—	6	612	1	1
168	SBSCDU Chindi in Sainik Farms	ESL	2nd	3rd	2nd	3rd	—	6	612	0	2
169	PES kya hi bolu	ESL	2nd	4th	1st	3rd	—	6	601	1	1
170	HG B - Fo Shizzle My Drizzle	Novice, Schools	1st	2nd	4th	4th	4th	5	763	1	1
171	HG H - GyuDONE with Debate ??	Novice, Schools	2nd	2nd	4th	4th	3rd	5	757	0	2
172	KCW KC D	ESL, Novice	3rd	2nd	4th	3rd	3rd	5	753	0	1
173	NMIMS to spit or to swallow…the argument	ESL, Novice	2nd	4th	4th	3rd	2nd	5	752	0	2
174	MAULERS leon lovers	ESL, Novice, Schools	2nd	4th	3rd	3rd	3rd	5	747	0	1
175	Nairobi Never Have l Ever	Novice	4th	1st	4th	2nd	4th	5	746	1	1
176	KNUST Hashmirdom		3rd	3rd	2nd	4th	3rd	5	746	0	1
177	average semi-support/offlane role	ESL	4th	4th	1st	2nd	4th	5	745	1	1
