
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
21=	Daniel Yim		Sydney A	81	80	80	83	78	402	80.40	1.62
21=	Archie Wolifson	Novice	Sydney Pyrrhic Punters	81	81	80	81	79	402	80.40	0.80
21=	Cavan Tay		NUS Naomi and Cavan	80	76	81	82	83	402	80.40	2.42
21=	Nav &quot;Bob&quot; Mohanty		i am bob (intuition pumped)	81	82	80	80	79	402	80.40	1.02
26=	Pranav Baskar		Oxford B	79	81	79	82	80	401	80.20	1.17
26=	Aniket Chakravorty		I am happy I got the underrated In	81	82	76	81	81	401	80.20	2.14
26=	Nicola Brayan		Sydney Brayan and Chaffey	79	81	81	80	80	401	80.20	0.75
26=	Tejas Subramaniam		Stanford Sajid &amp; Sourodip	79	80	81	81	80	401	80.20	0.75
30=	Ahmed Hussain		Oxford B	77	82	79	82	80	400	80.00	1.90
30=	Belle Ho		UCLA tourney starts at 11pm	81	80	77	81	81	400	80.00	1.55
32=	Ricky Jin	ESL	Subway &amp; Domino	80	80	79	79	81	399	79.80	0.75
32=	Katarina Kuo		Sydney Kuo and Price	81	81	80	78	79	399	79.80	1.17
34=	Millie Caughey		Duke BC	77	85	77	82	77	398	79.60	3.32
34=	Amitai Ben Porat	ESL	Stanford Ben Porat &amp; Li	79	80	82	80	77	398	79.60	1.62
34=	William Price		Sydney Kuo and Price	80	80	80	78	80	398	79.60	0.80
34=	Kotaro Yoshida	ESL	Tokyo A	81	79	76	80	82	398	79.60	2.06
34=	Brendon Chen		Sydney (C)hen &amp; Walsh	81	81	81	78	77	398	79.60	1.74
39	Lois Naomi Ang		NUS Naomi and Cavan	80	75	79	81	82	397	79.40	2.42
40=	Olivia Whyte		Melbourne B	78	80	78	80	80	396	79.20	0.98
40=	Eugene Bakker		Sydney Freeland &amp; Bakker	80	79	76	80	81	396	79.20	1.72
42=	Guy Williams		Melbourne C	77	83	78	80	77	395	79.00	2.28
42=	Isabelle Sim Yun Yi		Cambridge MS	77	80	77	79	82	395	79.00	1.90
42=	Sunghyun Park	ESL	HUFS Cheongju boiz	82	77	77	80	79	395	79.00	1.90
42=	Youngwoo Park	ESL	HUFS Cheongju boiz	82	77	77	81	78	395	79.00	2.10
42=	Ryan Laffety		Dartmouth daddy press	76	77	81	81	80	395	79.00	2.10
47=	Madeleine Wu		Dartmouth daddy press	76	78	80	81	79	394	78.80	1.72
47=	Raymond Kimura	ESL	Sunway had one too many drinks in KLCC	77	81	79	79	78	394	78.80	1.33
47=	Elizabeth Li		Stanford Ben Porat &amp; Li	79	79	81	78	77	394	78.80	1.33
47=	Elanor Parkinson		Melbourne B	78	80	78	81	77	394	78.80	1.47
47=	Yuichi Masaoka	ESL	Tokyo A	82	78	76	78	80	394	78.80	2.04
47=	Dan Walsh		Sydney (C)hen &amp; Walsh	80	80	80	77	77	394	78.80	1.47
47=	Alexandr Sušić		Ř	79	79	77	79	80	394	78.80	0.98
54=	Raunak Mukherjee	ESL	IIT Bombay mahoraga couldn&#x27;t adapt to deez nu	79	82	78	77	77	393	78.60	1.85
54=	Vijay Awatade	ESL	IIT Bombay mahoraga couldn&#x27;t adapt to deez nu	78	83	78	77	77	393	78.60	2.24
54=	Roi Makov	ESL	Weizmann Dror &amp; Roi	80	79	75	80	79	393	78.60	1.85
54=	Tori Qiu		Stanford bunties	77	79	78	80	79	393	78.60	1.02
54=	Jez Edagbami		shut up	76	82	79	79	77	393	78.60	2.06
59=	Joshua Low		Cambridge ZJ	79	78	80	77	78	392	78.40	1.02
59=	Djordje Mirkovic	ESL	Belgrade TS(C) Bačka Topola	80	76	81	75	80	392	78.40	2.42
59=	Dhruv Bindra		Duke BC	76	82	77	81	76	392	78.40	2.58
59=	Gaurangi Pande		SLS Pune Achilles come down	80	83	79	72	78	392	78.40	3.61
59=	Daisy Jin	ESL	Subway &amp; Domino	77	79	78	78	80	392	78.40	1.02
